date,temperature,RH,pressure,ws,wd,SRAD,RAIN.F,SNOW.F,cloud.cover,cloud.altitude,vis,lon,lat
2022-03-01 20:00,3.8,86,1010.4,1.2,290,NA,NA,NA,6,12,721,126.8916,35.1729
2022-03-01 21:00,3.2,85,1010.8,1.3,320,NA,NA,NA,2,NA,954,126.8916,35.1729
2022-03-01 22:00,2.9,84,1011,1.4,320,NA,NA,NA,4,NA,1379,126.8916,35.1729
2022-03-01 23:00,2.5,74,1011.2,1.7,340,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 0:00,2.1,73,1011.2,0.9,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 1:00,1.6,74,1011.2,1.3,340,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 2:00,1.3,71,1010.9,0.9,360,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 3:00,0.9,71,1010.7,0.8,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 4:00,0.4,70,1010.5,0.7,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 5:00,0,70,1010.7,0,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 6:00,0,73,1010.8,0,0,NA,NA,NA,6,NA,2000,126.8916,35.1729
2022-03-02 7:00,0.4,70,1011.3,0,0,58.3,NA,NA,5,NA,2000,126.8916,35.1729
2022-03-02 8:00,2.4,57,1012.2,0.6,230,269.4,NA,NA,2,NA,2000,126.8916,35.1729
2022-03-02 9:00,4.6,51,1012.2,1.6,320,488.9,NA,NA,0,NA,1981,126.8916,35.1729
2022-03-02 10:00,6,41,1011.6,1.6,340,652.8,NA,NA,2,NA,2000,126.8916,35.1729
2022-03-02 11:00,7,40,1011.1,1.9,290,719.4,NA,NA,4,NA,1958,126.8916,35.1729
2022-03-02 12:00,8.4,35,1010.5,1.8,290,727.8,NA,NA,5,NA,1985,126.8916,35.1729
2022-03-02 13:00,8.9,32,1009.7,2.3,290,802.8,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 14:00,9.1,33,1009.1,1.9,340,736.1,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 15:00,9.8,29,1009.2,2.5,320,591.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 16:00,8.5,34,1009.5,2.3,290,391.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 17:00,6.3,42,1009.9,2.2,320,172.2,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 18:00,5,51,1010.7,1.4,290,25,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 19:00,4.6,56,1011,1,290,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 20:00,4,59,1011.1,0.2,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 21:00,4,60,1011.4,0.1,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 22:00,3.9,63,1011.6,0.1,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-02 23:00,2.8,68,1011.2,0.5,180,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-03 0:00,2.5,73,1011.2,0.2,0,NA,NA,NA,3,8,2000,126.8916,35.1729
2022-03-03 1:00,1.8,76,1011.4,0.5,270,NA,NA,NA,0,NA,1984,126.8916,35.1729
2022-03-03 2:00,1.1,81,1010.9,0.2,0,NA,NA,NA,0,NA,1912,126.8916,35.1729
2022-03-03 3:00,0.8,82,1010.3,0,0,NA,NA,NA,0,NA,1943,126.8916,35.1729
2022-03-03 4:00,-0.1,86,1010.6,0.4,0,NA,NA,NA,0,NA,1764,126.8916,35.1729
2022-03-03 5:00,0,87,1010.9,0.2,0,NA,NA,NA,0,NA,1751,126.8916,35.1729
2022-03-03 6:00,-0.2,88,1011.2,0,0,16.7,NA,NA,0,NA,1779,126.8916,35.1729
2022-03-03 7:00,0.1,87,1012,0.4,0,63.9,NA,NA,0,NA,1574,126.8916,35.1729
2022-03-03 8:00,3,74,1012.5,0.1,0,258.3,NA,NA,0,NA,1579,126.8916,35.1729
2022-03-03 9:00,5.1,67,1012.8,2,250,450,NA,NA,0,NA,1483,126.8916,35.1729
2022-03-03 10:00,8.4,66,1012.5,1.5,250,605.6,NA,NA,0,NA,1324,126.8916,35.1729
2022-03-03 11:00,9.5,64,1011.9,0.7,230,680.6,NA,NA,0,NA,1058,126.8916,35.1729
2022-03-03 12:00,11.9,46,1011.3,2.2,230,786.1,NA,NA,0,NA,1412,126.8916,35.1729
2022-03-03 13:00,12.5,46,1010.3,2.5,200,750,NA,NA,0,NA,1303,126.8916,35.1729
2022-03-03 14:00,12.9,42,1009.4,1.7,230,622.2,NA,NA,0,NA,1049,126.8916,35.1729
2022-03-03 15:00,13.7,41,1009,1.3,270,486.1,NA,NA,0,NA,1133,126.8916,35.1729
2022-03-03 16:00,13.7,36,1008.8,2.8,270,327.8,NA,NA,0,NA,1142,126.8916,35.1729
2022-03-03 17:00,11.9,45,1008.8,2.4,270,130.6,NA,NA,0,NA,938,126.8916,35.1729
2022-03-03 18:00,10.4,54,1009.1,2.6,270,22.2,NA,NA,0,NA,821,126.8916,35.1729
2022-03-03 19:00,9.2,60,1009.8,1.9,270,NA,NA,NA,0,NA,715,126.8916,35.1729
2022-03-03 20:00,8.8,65,1010.2,0.9,230,NA,NA,NA,0,NA,628,126.8916,35.1729
2022-03-03 21:00,7.7,65,1010.4,1.3,180,NA,NA,NA,0,NA,733,126.8916,35.1729
2022-03-03 22:00,6.9,71,1010.3,0.7,180,NA,NA,NA,0,NA,635,126.8916,35.1729
2022-03-03 23:00,6.6,78,1010.1,1,180,NA,NA,NA,0,NA,527,126.8916,35.1729
2022-03-04 0:00,6.2,86,1010.2,0.2,0,NA,NA,NA,0,NA,461,126.8916,35.1729
2022-03-04 1:00,6.1,84,1010.1,0,0,NA,NA,NA,9,5,440,126.8916,35.1729
2022-03-04 2:00,6.3,86,1009.7,0,0,NA,NA,NA,9,4,412,126.8916,35.1729
2022-03-04 3:00,6.4,85,1009.6,0.2,0,NA,NA,NA,9,5,391,126.8916,35.1729
2022-03-04 4:00,6.2,84,1009.9,0.2,0,NA,NA,NA,8,5,364,126.8916,35.1729
2022-03-04 5:00,6.9,85,1009.8,0.2,0,NA,NA,NA,7,5,378,126.8916,35.1729
2022-03-04 6:00,6.5,90,1009.2,0.1,0,13.9,NA,NA,9,11,336,126.8916,35.1729
2022-03-04 7:00,6.3,87,1009.2,0.2,0,41.7,NA,NA,9,10,383,126.8916,35.1729
2022-03-04 8:00,7.3,84,1008.9,0.3,0,119.4,NA,NA,10,10,362,126.8916,35.1729
2022-03-04 9:00,9.5,75,1008.2,0,0,238.9,NA,NA,9,10,417,126.8916,35.1729
2022-03-04 10:00,11.9,48,1007.4,2,200,430.6,NA,NA,7,NA,794,126.8916,35.1729
2022-03-04 11:00,14.2,40,1006.6,2.4,230,711.1,NA,NA,2,NA,1102,126.8916,35.1729
2022-03-04 12:00,16,37,1005.5,3.6,230,750,NA,NA,0,NA,1006,126.8916,35.1729
2022-03-04 13:00,17.1,34,1004.2,4.1,230,711.1,NA,NA,0,NA,1082,126.8916,35.1729
2022-03-04 14:00,16.1,35,1004.1,5.3,250,619.4,NA,NA,0,NA,958,126.8916,35.1729
2022-03-04 15:00,15.9,36,1003.4,5.5,250,483.3,NA,NA,0,NA,1209,126.8916,35.1729
2022-03-04 16:00,14.8,45,1003.1,5.2,250,294.4,NA,NA,7,NA,1324,126.8916,35.1729
2022-03-04 17:00,13.1,58,1002.9,5.4,230,122.2,NA,NA,2,NA,1481,126.8916,35.1729
2022-03-04 18:00,11.8,66,1003.7,4.4,230,25,NA,NA,6,NA,1609,126.8916,35.1729
2022-03-04 19:00,10.9,64,1003.8,4.2,230,NA,NA,NA,6,51,1605,126.8916,35.1729
2022-03-04 20:00,10.2,63,1004.7,2.7,270,NA,NA,NA,3,9,1783,126.8916,35.1729
2022-03-04 21:00,10.2,67,1005.4,2.5,230,NA,NA,NA,9,7,1672,126.8916,35.1729
2022-03-04 22:00,10.1,79,1005.3,3,250,NA,NA,NA,10,5,1192,126.8916,35.1729
2022-03-04 23:00,9.7,89,1004.9,2.4,250,NA,NA,NA,6,NA,877,126.8916,35.1729
2022-03-05 0:00,9,90,1005,3.6,270,NA,NA,NA,5,8,636,126.8916,35.1729
2022-03-05 1:00,8.5,91,1005.1,2.4,250,NA,NA,NA,1,9,602,126.8916,35.1729
2022-03-05 2:00,7.6,87,1005.2,3.6,270,NA,NA,NA,1,8,644,126.8916,35.1729
2022-03-05 3:00,6.6,75,1004.9,1.5,290,NA,NA,NA,0,NA,786,126.8916,35.1729
2022-03-05 4:00,5.6,78,1005.7,1.4,320,NA,NA,NA,1,10,695,126.8916,35.1729
2022-03-05 5:00,5,80,1006.7,1.6,320,NA,NA,NA,0,NA,638,126.8916,35.1729
2022-03-05 6:00,4.6,54,1007.5,1.2,20,13.9,NA,NA,0,NA,1031,126.8916,35.1729
2022-03-05 7:00,4.5,55,1008.3,1.2,20,66.7,NA,NA,0,NA,1137,126.8916,35.1729
2022-03-05 8:00,5.5,46,1008.8,1.5,20,266.7,NA,NA,0,NA,1458,126.8916,35.1729
2022-03-05 9:00,6.4,43,1009,1.9,340,452.8,NA,NA,0,NA,1497,126.8916,35.1729
2022-03-05 10:00,6.8,30,1009.3,2,290,636.1,NA,NA,0,NA,1669,126.8916,35.1729
2022-03-05 11:00,7.1,31,1009.4,2.3,340,772.2,NA,NA,0,NA,1584,126.8916,35.1729
2022-03-05 12:00,7.1,28,1009.6,2.2,340,841.7,NA,NA,0,NA,1982,126.8916,35.1729
2022-03-05 13:00,6.9,26,1009.2,3.1,360,841.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 14:00,6.6,28,1009.3,3.3,360,752.8,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 15:00,7.1,29,1009.6,2.2,360,113.9,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 16:00,6,32,1010,2.4,20,NA,NA,NA,2,11,2000,126.8916,35.1729
2022-03-05 17:00,5.2,41,1010.5,1.3,340,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 18:00,4.2,40,1010.5,1.3,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 19:00,3.7,41,1011,2,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 20:00,3.1,41,1011.5,3.3,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 21:00,2.3,43,1012,1.7,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 22:00,2,46,1012.2,1.8,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-05 23:00,1.7,49,1012.5,1.2,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 0:00,1.4,53,1012.8,2.2,360,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 1:00,1.1,55,1012.6,2,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 2:00,0.9,56,1012.9,1.3,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 3:00,0.8,55,1013.2,0.6,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 4:00,0.5,55,1013.6,0.4,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 5:00,0.5,54,1014.2,0.3,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 6:00,0.7,50,1014.2,1,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 7:00,0.7,49,1014.6,0.6,270,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 8:00,2.9,38,1015.4,1.9,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 9:00,3.9,29,1015.5,2.1,360,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 10:00,5.1,22,1015.3,2.3,20,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 11:00,6.5,15,1014.8,4.1,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 12:00,7.2,16,1014.1,1.7,320,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 13:00,7.9,17,1013.1,1.7,290,NA,NA,NA,0,NA,1980,126.8916,35.1729
2022-03-06 14:00,8.3,17,1011.9,1.8,320,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 15:00,8,18,1011.8,2.2,290,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-06 16:00,7.1,26,1011.9,1.6,20,NA,NA,NA,3,NA,2000,126.8916,35.1729
2022-03-06 17:00,4.5,40,1012.8,1.7,320,NA,NA,NA,5,NA,2000,126.8916,35.1729
2022-03-06 18:00,3,45,1013.1,1.7,320,NA,NA,NA,7,NA,2000,126.8916,35.1729
2022-03-06 19:00,2.4,47,1013.7,1.1,340,NA,NA,NA,8,71,2000,126.8916,35.1729
2022-03-06 20:00,1.9,48,1013.7,0.4,0,NA,NA,NA,8,NA,2000,126.8916,35.1729
2022-03-06 21:00,1.5,50,1013.9,1.7,70,NA,NA,NA,10,69,2000,126.8916,35.1729
2022-03-06 22:00,1,52,1013.4,3.1,70,NA,NA,NA,10,66,2000,126.8916,35.1729
2022-03-06 23:00,0.7,53,1013.6,1.7,50,NA,NA,NA,8,NA,2000,126.8916,35.1729
2022-03-07 0:00,0.2,53,1013.4,1.9,70,NA,NA,NA,8,61,2000,126.8916,35.1729
2022-03-07 1:00,0,54,1013,1.6,50,NA,NA,NA,7,63,2000,126.8916,35.1729
2022-03-07 2:00,-0.5,59,1013.1,1.1,70,NA,NA,NA,9,NA,2000,126.8916,35.1729
2022-03-07 3:00,-0.3,57,1012.8,1.1,50,NA,NA,NA,9,NA,2000,126.8916,35.1729
2022-03-07 4:00,-0.1,54,1012.6,1.5,50,NA,NA,NA,9,NA,2000,126.8916,35.1729
2022-03-07 5:00,-0.1,56,1012.9,1.1,50,NA,NA,NA,9,NA,2000,126.8916,35.1729
2022-03-07 6:00,-0.7,60,1013.1,0.7,50,16.7,NA,NA,9,NA,2000,126.8916,35.1729
2022-03-07 7:00,0.3,57,1013.7,0.7,70,55.6,NA,NA,9,NA,2000,126.8916,35.1729
2022-03-07 8:00,1.7,52,1013.9,0.4,0,163.9,NA,NA,9,NA,2000,126.8916,35.1729
2022-03-07 9:00,3.5,42,1013.5,1.1,50,333.3,NA,NA,6,NA,2000,126.8916,35.1729
2022-03-07 10:00,5.7,35,1012.9,0.6,230,572.2,NA,NA,7,NA,2000,126.8916,35.1729
2022-03-07 11:00,8.6,30,1012.5,0.8,250,672.2,NA,NA,7,NA,1953,126.8916,35.1729
2022-03-07 12:00,9.5,14,1011.7,1.1,250,627.8,NA,NA,7,NA,2000,126.8916,35.1729
2022-03-07 13:00,10.7,10,1010.7,1.2,270,713.9,NA,NA,7,NA,2000,126.8916,35.1729
2022-03-07 14:00,11.9,11,1010,1.8,250,655.6,NA,NA,5,NA,2000,126.8916,35.1729
2022-03-07 15:00,12.6,15,1009.7,1.8,270,522.2,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-07 16:00,10.9,23,1009.9,1.8,290,338.9,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-07 17:00,8.6,29,1010.5,1.4,250,141.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-07 18:00,6.5,36,1011.7,1.6,270,25,NA,NA,7,31,2000,126.8916,35.1729
2022-03-07 19:00,6,41,1011.8,1.4,250,NA,NA,NA,8,26,2000,126.8916,35.1729
2022-03-07 20:00,5.3,45,1011.6,1.5,250,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-07 21:00,3.9,57,1011.8,1.3,230,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-07 22:00,3.3,61,1012,1.5,230,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-07 23:00,2.7,67,1012.1,0.1,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 0:00,2.6,65,1011.7,1.2,180,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 1:00,2,64,1011.6,0.5,230,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 2:00,1.2,74,1011.5,0,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 3:00,1.1,74,1011.4,0.2,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 4:00,0.2,74,1011.1,0.6,270,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 5:00,-0.3,77,1011.5,0,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 6:00,-0.4,77,1011.4,0.5,270,16.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-03-08 7:00,0.1,76,1012,0,0,80.6,NA,NA,0,NA,1945,126.8916,35.1729
2022-03-08 8:00,2.9,65,1012.1,0.5,290,275,NA,NA,0,NA,1886,126.8916,35.1729
2022-03-08 9:00,4.9,49,1012.2,0.9,290,477.8,NA,NA,0,NA,1963,126.8916,35.1729
2022-03-08 10:00,8.3,37,1011.8,1.2,270,647.2,NA,NA,0,NA,1876,126.8916,35.1729
2022-03-08 11:00,11.1,25,1011.6,1.4,270,763.9,NA,NA,6,NA,1861,126.8916,35.1729
2022-03-08 12:00,12.2,27,1010.8,0.8,250,819.4,NA,NA,0,NA,1902,126.8916,35.1729
2022-03-08 13:00,13.5,25,1010,1.9,250,802.8,NA,NA,0,NA,1885,126.8916,35.1729
2022-03-08 14:00,14.7,26,1009.5,1.1,50,711.1,NA,NA,0,NA,1979,126.8916,35.1729
2022-03-08 15:00,14.7,29,1009.3,2,270,569.4,NA,NA,0,NA,1990,126.8916,35.1729
2022-03-08 16:00,14.6,29,1009.1,1.2,320,372.2,NA,NA,5,NA,1489,126.8916,35.1729
2022-03-08 17:00,13.1,33,1009.4,0.9,290,169.4,NA,NA,0,NA,1672,126.8916,35.1729
2022-03-08 18:00,11,40,1010.3,1,270,27.8,NA,NA,0,NA,1583,126.8916,35.1729
2022-03-08 19:00,9.4,49,1010.7,0.5,20,NA,NA,NA,1,NA,1735,126.8916,35.1729
2022-03-08 20:00,8.3,55,1011,0,0,NA,NA,NA,0,NA,1761,126.8916,35.1729
2022-03-08 21:00,7.9,56,1011.1,0,0,NA,NA,NA,0,NA,1778,126.8916,35.1729
2022-03-08 22:00,7.1,59,1011.2,0,0,NA,NA,NA,4,52,1562,126.8916,35.1729
2022-03-08 23:00,6.5,64,1011.2,0,0,NA,NA,NA,6,NA,1349,126.8916,35.1729
2022-03-09 0:00,5.8,72,1011.3,0.1,0,NA,NA,NA,0,NA,1206,126.8916,35.1729
2022-03-09 1:00,4.9,75,1011.8,0.2,0,NA,NA,NA,0,NA,1099,126.8916,35.1729
2022-03-09 2:00,4.1,76,1011.5,0.5,270,NA,NA,NA,0,NA,960,126.8916,35.1729
2022-03-09 3:00,3.5,79,1011.7,0.1,0,NA,NA,NA,0,NA,888,126.8916,35.1729
2022-03-09 4:00,3.3,80,1012,0,0,NA,NA,NA,0,NA,902,126.8916,35.1729
2022-03-09 5:00,2.4,83,1012.3,0.2,0,NA,NA,NA,0,NA,800,126.8916,35.1729
2022-03-09 6:00,1.9,84,1013.3,0.2,0,13.9,NA,NA,0,NA,800,126.8916,35.1729
2022-03-09 7:00,2.5,82,1014,0,0,83.3,NA,NA,0,NA,755,126.8916,35.1729
2022-03-09 8:00,4.9,72,1014.5,0.7,250,277.8,NA,NA,0,NA,786,126.8916,35.1729
2022-03-09 9:00,7.9,59,1014.6,0.4,0,486.1,NA,NA,0,NA,825,126.8916,35.1729
2022-03-09 10:00,10.9,48,1014.3,0.6,20,666.7,NA,NA,0,NA,942,126.8916,35.1729
2022-03-09 11:00,13.4,38,1014.1,1.2,270,783.3,NA,NA,0,NA,1318,126.8916,35.1729
2022-03-09 12:00,15.4,26,1013.4,0.9,200,838.9,NA,NA,0,NA,1396,126.8916,35.1729
2022-03-09 13:00,16.3,21,1012.9,0.9,90,819.4,NA,NA,0,NA,1878,126.8916,35.1729
2022-03-09 14:00,18,21,1012.4,1.1,270,722.2,NA,NA,0,NA,1869,126.8916,35.1729
2022-03-09 15:00,17.6,13,1012.1,0.9,360,583.3,NA,NA,0,NA,1931,126.8916,35.1729
2022-03-09 16:00,17.7,25,1011.9,1.2,290,397.2,NA,NA,0,NA,1984,126.8916,35.1729
2022-03-09 17:00,15.7,28,1012.3,1.5,320,172.2,NA,NA,0,NA,1855,126.8916,35.1729
2022-03-09 18:00,13.3,38,1012.9,1.3,290,30.6,NA,NA,0,NA,1965,126.8916,35.1729
2022-03-09 19:00,11.5,45,1013.2,1.1,270,NA,NA,NA,0,NA,1748,126.8916,35.1729
2022-03-09 20:00,10.2,48,1013.8,1.5,230,NA,NA,NA,0,NA,1746,126.8916,35.1729
2022-03-09 21:00,9.1,54,1014,1.6,250,NA,NA,NA,0,NA,1806,126.8916,35.1729
2022-03-09 22:00,8.9,52,1013.9,0,0,NA,NA,NA,0,NA,1915,126.8916,35.1729
2022-03-09 23:00,7.6,61,1014.1,0,0,NA,NA,NA,0,NA,1592,126.8916,35.1729
2022-03-10 0:00,6.9,64,1014,0,0,NA,NA,NA,0,NA,1470,126.8916,35.1729
2022-03-10 1:00,5.8,69,1014.3,0.4,0,NA,NA,NA,6,NA,1305,126.8916,35.1729
2022-03-10 2:00,5.3,71,1013.9,0.3,0,NA,NA,NA,8,NA,1113,126.8916,35.1729
2022-03-10 3:00,4.6,75,1013.7,0.1,0,NA,NA,NA,0,NA,1164,126.8916,35.1729
2022-03-10 4:00,3.9,76,1013.7,0.5,290,NA,NA,NA,0,NA,1098,126.8916,35.1729
2022-03-10 5:00,3.3,76,1013.8,0.3,0,NA,NA,NA,0,NA,1161,126.8916,35.1729
2022-03-10 6:00,3.7,74,1013.6,0,0,16.7,NA,NA,7,NA,1143,126.8916,35.1729
2022-03-10 7:00,4.3,72,1014.2,0,0,83.3,NA,NA,3,NA,1237,126.8916,35.1729
2022-03-10 8:00,7.9,57,1014.9,0.3,0,311.1,NA,NA,4,NA,742,126.8916,35.1729
2022-03-10 9:00,11.2,44,1014.9,0.6,340,480.6,NA,NA,5,NA,741,126.8916,35.1729
2022-03-10 10:00,13.1,34,1014.4,1,230,569.4,NA,NA,7,NA,915,126.8916,35.1729
2022-03-10 11:00,15,33,1014.1,0.9,270,561.1,NA,NA,5,NA,725,126.8916,35.1729
2022-03-10 12:00,16.2,31,1013,0.5,340,561.1,NA,NA,8,NA,844,126.8916,35.1729
2022-03-10 13:00,18.5,25,1012,1,320,647.2,NA,NA,7,43,992,126.8916,35.1729
2022-03-10 14:00,18.1,22,1011.6,1.1,230,722.2,NA,NA,7,NA,1094,126.8916,35.1729
2022-03-10 15:00,17.9,24,1011,1.4,270,411.1,NA,NA,7,NA,1001,126.8916,35.1729
2022-03-10 16:00,17.8,24,1010.7,0.7,290,291.7,NA,NA,7,NA,1474,126.8916,35.1729
2022-03-10 17:00,16,42,1010.3,2.8,270,147.2,NA,NA,7,NA,1491,126.8916,35.1729
2022-03-10 18:00,14.3,50,1010.7,1.5,250,25,NA,NA,9,55,1414,126.8916,35.1729
2022-03-10 19:00,13.7,43,1011.2,2.2,230,NA,NA,NA,6,53,1705,126.8916,35.1729
2022-03-10 20:00,13.2,48,1011.7,1.9,250,NA,NA,NA,7,NA,1774,126.8916,35.1729
2022-03-10 21:00,12.7,55,1011.4,0.8,180,NA,NA,NA,10,44,1618,126.8916,35.1729
2022-03-10 22:00,12.2,54,1011,1,110,NA,NA,NA,10,47,1595,126.8916,35.1729
2022-03-10 23:00,11.9,53,1010.9,0.9,230,NA,NA,NA,0,NA,1949,126.8916,35.1729
2022-03-11 0:00,11.7,59,1010.5,0,0,NA,NA,NA,10,46,2000,126.8916,35.1729
2022-03-11 1:00,10.8,59,1010.7,0.1,0,NA,NA,NA,6,46,1671,126.8916,35.1729
2022-03-11 2:00,10.1,62,1010.5,0.2,0,NA,NA,NA,0,NA,1744,126.8916,35.1729
2022-03-11 3:00,9.6,65,1010.1,0.3,0,NA,NA,NA,1,NA,1691,126.8916,35.1729
2022-03-11 4:00,10,64,1010.1,0,0,NA,NA,NA,7,NA,1738,126.8916,35.1729
2022-03-11 5:00,9.7,67,1010.2,0.1,0,NA,NA,NA,8,NA,1666,126.8916,35.1729
2022-03-11 6:00,9.8,69,1010.4,0.4,0,16.7,NA,NA,5,12,1616,126.8916,35.1729
2022-03-11 7:00,10.8,69,1010.5,0.1,0,50,NA,NA,9,12,1428,126.8916,35.1729
2022-03-11 8:00,11.7,67,1010.8,0.1,0,61.1,NA,NA,9,10,1485,126.8916,35.1729
2022-03-11 9:00,13.9,61,1010.8,0.9,70,300,NA,NA,8,10,1576,126.8916,35.1729
2022-03-11 10:00,16.1,56,1010.7,0.9,250,419.4,NA,NA,8,12,1514,126.8916,35.1729
2022-03-11 11:00,18.9,54,1010.2,0.4,0,561.1,NA,NA,8,10,1826,126.8916,35.1729
2022-03-11 12:00,18.9,58,1009.3,3.3,230,455.6,NA,NA,8,10,1938,126.8916,35.1729
2022-03-11 13:00,18.9,61,1008.7,3.6,250,244.4,NA,NA,9,11,1909,126.8916,35.1729
2022-03-11 14:00,19.2,62,1008.2,3.3,250,258.3,NA,NA,9,10,1936,126.8916,35.1729
